Word,Occurrences,Steps
asserts,1,1
Stoop,1,1
debarred,1,1
mated,1,1
tremble,2,3
gem,1,1
impose,2,3
snowdrops,1,1
henpecked,1,1
topic,2,3
shrewd,1,1
truck,1,1
broadcast,1,1
bookworm,2,3
There,90,179
win,7,13
grace,12,23
jig,3,5
APOLLYON,1,1
SOCIETY,1,1
cupboard,1,1
halliards,1,1
Bosuns,1,1
spires,1,1
noticed,1,1
Send,3,5
natral,1,1
mince,1,1
lurid,1,1
recalled,6,11
mannie,1,1
turtle,1,1
personal,1,1
seminary,2,3
cornices,1,1
honeymoon,5,9
disloyalty,1,1
chaste,1,1
limbs,4,7
poker,2,3
famous,10,19
unfortunate,5,9
healed,2,3
kindness,12,23
marry,25,49
Putting,1,1
Lying,2,3
Gustave,1,1
higher,5,9
permission,1,1
clay,4,7
fevers,1,1
Phantom,1,1
economize,1,1
Lambs,4,7
Du,1,1
closing,2,3
sarcastic,1,1
beggars,1,1
bright,21,41
queer,31,61
gut,2,3
grandson,7,13
THREE,4,7
accomplishments,7,13
disappearance,1,1
fitted,4,7
dessert,1,1
town,4,7
gallivanting,1,1
guilty,4,7
swear,2,3
fussed,4,7
pokes,1,1
Anything,4,7
Governess,1,1
advanced,1,1
guardians,1,1
popularly,1,1
panniers,1,1
True,1,1
tokens,1,1
Fessor,1,1
undignified,1,1
and,7910,15819
mouth,27,53
swift,1,1
thanks,21,41
known,25,49
silly,31,61
kinds,4,7
bless,14,27
sharply,15,29
doll,6,11
appealing,3,5
demanding,4,7
disclosing,1,1
hunt,3,5
pickles,1,1
yawn,1,1
remains,3,5
commissary,1,1
hovered,4,7
Divine,2,3
equally,3,5
missionarys,1,1
sweeper,1,1
printing,1,1
snowbank,1,1
steamer,1,1
banditti,1,1
wandering,3,5
blarnerying,1,1
day,234,467
regardless,8,15
labor,9,17
despair,26,51
tongue,29,57
talent,18,35
Snows,1,1
Daviss,1,1
expected,14,27
trust,12,23
abroady,1,1
liking,6,11
pinned,2,3
artists,1,1
pique,2,3
predicament,1,1
detains,1,1
sympathize,4,7
sentinel,1,1
partly,5,9
drunk,4,7
flatter,3,5
valleys,1,1
patch,1,1
blest,1,1
wheels,2,3
laugh,92,183
dying,8,15
lighted,5,9
Clasp,1,1
emotion,5,9
extinguished,1,1
reluctantly,7,13
Was,5,9
perilous,3,5
reminding,1,1
orations,1,1
starved,1,1
barked,1,1
nook,2,3
advantage,3,5
crave,1,1
ridicule,2,3
trains,1,1
poorly,4,7
enemys,1,1
Flo,18,35
native,4,7
raspy,1,1
essay,1,1
oats,2,3
spoon,1,1
get,231,461
upon,168,335
often,63,125
pussycat,1,1
squeeze,4,7
gauzy,1,1
Fighting,1,1
Tree,3,5
birches,1,1
camphor,1,1
firm,9,17
availed,2,3
Bountiful,1,1
menageries,1,1
apply,1,1
chatelaine,1,1
wheelbarrow,1,1
Meg,632,1263
sends,5,9
Kneeling,1,1
buried,6,11
refuses,1,1
taken,42,83
garret,12,23
yearning,2,3
eventful,1,1
gesticulating,1,1
warbler,1,1
muddle,3,5
guy,3,5
obey,3,5
grasp,3,5
strict,2,3
testament,1,1
stillness,1,1
administered,3,5
apprehensions,1,1
portfolios,1,1
Paglioni,1,1
heartless,1,1
chestnuts,2,3
prattling,1,1
customary,1,1
seldom,33,65
afternoon,32,63
knows,21,41
pinching,2,3
madam,1,1
writing,25,49
noon,2,3
waltz,1,1
monks,2,3
stroke,6,11
curious,9,17
Murillo,1,1
whirling,1,1
TROUBLES,1,1
bedroom,1,1
listlessly,1,1
winning,2,3
troubled,20,39
cotton,4,7
lord,5,9
frighten,3,5
ef,4,7
deserves,2,3
teasing,2,3
speckled,1,1
floury,1,1
leisure,5,9
leghorn,1,1
freakish,2,3
chaperone,1,1
Nonsense,1,1
betraying,2,3
Mum,1,1
journeys,1,1
strait,1,1
paraded,1,1
Regent,1,1
Jeameses,1,1
Impetuositys,1,1
relived,1,1
with,1771,3541
unladylike,1,1
characters,9,17
songs,9,17
grass,21,41
granting,1,1
apron,16,31
seats,4,7
braver,1,1
abominable,4,7
unmaidenly,3,5
looms,1,1
Ourselves,1,1
trusting,1,1
puzzle,1,1
moves,1,1
shirt,1,1
Scotch,1,1
educating,1,1
survived,1,1
declaration,1,1
passport,1,1
uniting,1,1
distract,1,1
splashed,2,3
girls,265,529
youll,50,99
snow,13,25
broken,28,55
skates,4,7
pumps,2,3
wide,16,31
afternoons,5,9
rustle,3,5
parrots,1,1
interferingest,1,1
waking,4,7
pilgrimage,2,3
masculine,5,9
lamblike,1,1
Tudors,1,1
enlightened,3,5
unsold,1,1
diving,1,1
Resartus,1,1
scribblers,1,1
toilettes,1,1
Break,1,1
goddesses,1,1
menagerie,1,1
flowed,1,1
died,19,37
takes,15,29
tingling,1,1
gentleness,2,3
vast,2,3
solicited,1,1
electrified,3,5
pardner,1,1
unnatural,3,5
mell,3,5
Merci,1,1
Leaning,1,1
dudgeon,2,3
conventionalities,1,1
discouraged,2,3
symposium,1,1
Death,2,3
breezes,1,1
Lazy,2,3
peeks,1,1
crackled,1,1
book,61,121
Theres,23,45
spread,8,15
antique,6,11
candy,2,3
cats,12,23
graces,3,5
frivolous,3,5
crochety,1,1
prayer,3,5
novelty,1,1
LAMENT,1,1
process,3,5
sets,1,1
grander,1,1
wearied,4,7
piteous,2,3
shortening,1,1
banged,2,3
divine,7,13
fails,4,7
farmhouses,1,1
ballast,2,3
Greece,1,1
creeping,2,3
noble,5,9
tossed,5,9
French,27,53
toilets,2,3
bow,18,35
crossest,1,1
succeed,4,7
mates,2,3
afflicted,7,13
detested,2,3
irritated,3,5
throng,4,7
threat,2,3
stones,2,3
faithfulness,1,1
issuing,3,5
Polly,14,27
LAST,1,1
martial,1,1
Men,4,7
unawares,2,3
Pretty,2,3
robin,1,1
Misses,2,3
cigar,4,7
harmlessly,1,1
Islands,1,1
Englishman,2,3
galley,1,1
altered,5,9
box,22,43
up,648,1295
faced,7,13
strain,7,13
third,20,39
indeed,14,27
affair,8,15
cyclops,1,1
EIGHT,3,5
explanation,3,5
unruly,1,1
excused,2,3
lighten,1,1
Kate,28,55
wicket,3,5
pinning,1,1
roared,2,3
harvesting,2,3
inconsistency,1,1
Fly,1,1
footstool,2,3
barrels,2,3
portray,1,1
confer,2,3
Prime,1,1
notices,1,1
Goethes,1,1
kite,3,5
approval,3,5
have,696,1391
libel,1,1
boy,125,249
puts,2,3
Cant,11,21
em,11,21
bobbed,1,1
flourish,5,9
studious,5,9
fibs,1,1
bridegroom,4,7
bounce,9,17
charity,8,15
proof,2,3
tweak,2,3
boon,1,1
smoking,2,3
whippersnappers),1,1
throne,2,3
convulsive,1,1
compasses,1,1
boots,36,71
forgetting,17,33
en,4,7
Lawrence,2,3
succeeded,7,13
mamma,7,13
spectacles,8,15
drumsticks,1,1
proofs,3,5
mortal,8,15
filial,1,1
affably,2,3
mourners,1,1
Daisys,3,5
spank,1,1
perjured,1,1
soonest,1,1
Earthly,1,1
postscript,1,1
vista,1,1
bubchen,1,1
us,183,365
Youre,14,27
filled,25,49
Very,18,35
unusually,21,41
Sancho,2,3
factory,2,3
Rodrigo,1,1
governess,6,11
hospital,3,5
Laurences,17,33
pickled,4,7
artful,4,7
exhaustion,2,3
gossiped,2,3
turkquoise,1,1
holly,1,1
strengthen,1,1
grimy,1,1
Spoils,1,1
King,5,9
march,3,5
pies,4,7
Boys,4,7
weighed,4,7
sea,18,35
Recess,1,1
scattered,9,17
moonlight,5,9
ORANTHY,1,1
amazing,2,3
teapot,4,7
sugared,1,1
recovered,8,15
CASTLES,1,1
pome,1,1
recommendation,1,1
screaming,1,1
brilliancy,4,7
faintly,1,1
PARIS,1,1
Mes,2,3
colder,1,1
dispersed,1,1
exclaimed,25,49
propriety,8,15
melt,4,7
soothingly,3,5
saloon,4,7
gymnasium,1,1
receipt,1,1
speck,3,5
Domino,1,1
grapes,3,5
despite,2,3
cab,1,1
exists,2,3
zest,1,1
undoubtingly,1,1
Goethe,1,1
Stefans,1,1
raised,1,1
making,56,111
wits,12,23
biggest,1,1
rumor,2,3
disgust,5,9
banisters,3,5
rise,10,19
Bremer,1,1
gets,13,25
repeating,3,5
Pin,1,1
lobster,8,15
successes,3,5
band,7,13
discover,7,13
saddle,5,9
snarled,2,3
incorrigible,3,5
waistcoat,5,9
quarrels,3,5
autumnal,1,1
roughshod,1,1
beanstalk,1,1
renew,1,1
easterly,1,1
sideboard,1,1
understands,1,1
counters,1,1
hustle,1,1
stately,12,23
tried,108,215
boot,3,5
flannel,2,3
inviting,8,15
phrases,5,9
Daisy,23,45
stoutly,6,11
naturedly,2,3
attempts,3,5
floating,3,5
reminiscences,1,1
vortex,2,3
periods,2,3
bounteous,1,1
Blarneystone,1,1
dwell,1,1
see,349,697
group,7,13
eleven,3,5
Quel,1,1
neck,13,25
Up,7,13
witty,3,5
Friday,2,3
truth,24,47
Pip,8,15
alee,1,1
Buffaloes,1,1
inkstands,1,1
wound,11,21
tutors,2,3
bestowed,2,3
pocketbook,1,1
nobleness,1,1
Bois,1,1
Rivoli,1,1
booty,2,3
nerves,2,3
chaperons,1,1
brightly,1,1
any,254,507
general,17,33
troubles,22,43
bang,3,5
crochet,1,1
fixed,8,15
inquiring,5,9
flight,3,5
dispatches,2,3
objects,1,1
novel,10,19
indulged,3,5
Speaking,1,1
Grandma,3,5
tips,1,1
explain,12,23
course,75,149
exhausted,3,5
rights,4,7
prettily,9,17
pan,6,11
females,1,1
Barker,1,1
rice,1,1
Race,1,1
Mullet,2,3
borrowing,1,1
reaching,2,3
gamboled,1,1
apathy,1,1
breezy,1,1
inexpressible,1,1
possibility,1,1
sauce,1,1
Destruction,1,1
honor,29,57
Shant,3,5
scolded,10,19
globes,1,1
Maria,2,3
Brooke,99,197
gravely,16,31
errand,3,5
consigned,1,1
ologies,1,1
mortifying,2,3
overheard,2,3
earl,1,1
blinds,1,1
dismayed,2,3
sorrowfully,6,11
nursing,2,3
pendulum,2,3
moving,1,1
torments,1,1
eying,1,1
peculiarly,3,5
enterprises,1,1
wolf,1,1
outstrip,1,1
compromised,1,1
like,580,1159
affection,10,19
dies,3,5
nod,18,35
engage,1,1
hoping,31,61
sum,10,19
gruffer,2,3
glowered,3,5
Lake,1,1
prayed,4,7
nonsensical,3,5
nudge,2,3
articles,4,7
pencil,6,11
promenaded,3,5
sequel,1,1
anyones,2,3
jumped,3,5
Yankee,4,7
pining,4,7
risk,2,3
magnificent,1,1
omitting,1,1
lapping,1,1
vous,1,1
candle,1,1
Gnarled,1,1
profile,1,1
pastry,1,1
odors,1,1
earn,8,15
How,116,231
rich,58,115
downstairs,15,29
absorbed,28,55
Mercy,11,21
devoting,3,5
specs,1,1
sun,32,63
startling,1,1
stick,3,5
conferred,3,5
bank,6,11
grind,3,5
nest,9,17
Chick,1,1
discretion,4,7
strained,3,5
genteel,2,3
exert,3,5
protests,1,1
disagreement,1,1
infantile,2,3
devil,2,3
Parpar,3,5
poised,1,1
pilot,1,1
Christian,4,7
fed,8,15
gayest,1,1
stain,1,1
moil,1,1
plainly,10,19
kits,1,1
ceased,5,9
maneuver,2,3
speaker,2,3
size,2,3
pictorial,1,1
atom,1,1
gingerly,1,1
Sorry,1,1
eclipsed,2,3
stormily,1,1
remainder,1,1
bonnier,1,1
heartache,2,3
inveterate,1,1
inhabitants,1,1
faces,38,75
duty,43,85
forgotten,26,51
deserve,11,21
stays,1,1
AMYS,2,3
rapidity,3,5
sensitive,3,5
mourned,1,1
rail,2,3
vine,2,3
tricky,1,1
billiards,2,3
flocks,1,1
breathes,1,1
herewith,1,1
rivulets,1,1
oppose,1,1
elsewhere,3,5
breakneck,1,1
Marie,1,1
Dirty,2,3
blurred,1,1
flecked,1,1
These,9,17
tongs,4,7
china,8,15
events,3,5
pat,5,9
dahlia,1,1
wicked,17,33
feeble,14,27
dry,6,11
soap,3,5
parade,3,5
whispers,3,5
LESSONS,1,1
involved,2,3
awoke,1,1
hunters,1,1
annihilated,2,3
Rarey,1,1
can,249,497
comfort,73,145
Yours,6,11
ringlets,2,3
rain,16,31
fish,7,13
health,15,29
stayed,6,11
circulated,2,3
sorting,4,7
saleratus,1,1
lexicon,1,1
dentists,1,1
Tearing,1,1
Thomas,1,1
memorial,2,3
arches,2,3
wears,4,7
atop,1,1
callers,1,1
Charlemagnes,1,1
okay,1,1
discipline,1,1
PILGRIMS,1,1
carpet,6,11
power,26,51
defied,4,7
trying,99,197
talked,35,69
ones,47,93
opportunity,9,17
slate,4,7
chapter,6,11
boast,1,1
seed,2,3
Chair,1,1
crutch,4,7
ears,10,19
defeating,1,1
braids,1,1
rightly,4,7
Stay,2,3
legal,2,3
ridiculed,1,1
proposing,2,3
muttering,1,1
kids,2,3
stair,1,1
soar,1,1
pale,26,51
Funny,2,3
This,56,111
thou,10,19
cap,18,35
Simple,3,5
Down,6,11
approaching,5,9
training,4,7
FIVE,4,7
restore,3,5
forgive,23,45
seventy,3,5
button,5,9
distributing,1,1
gymnastics,3,5
jour,1,1
wanderings,3,5
crisscross,1,1
tinware,1,1
dandy,2,3
lightning,1,1
bluntly,1,1
discomfort,2,3
cherishing,2,3
murdered,1,1
carnival,1,1
forming,3,5
exhilarating,2,3
fun,68,135
perfect,26,51
gorgeous,7,13
departed,21,41
mishaps,2,3
drab,2,3
trimming,3,5
moral,12,23
remembering,14,27
pansies,4,7
Katy,2,3
conceal,4,7
76,1,1
goal,1,1
Most,2,3
afire,3,5
HEARTACHE,1,1
wrist,1,1
Grasshoppers,1,1
tricks,1,1
best,175,349
nom,2,3
raven,1,1
pay,31,61
husbands,5,9
solemnity,2,3
gainst,1,1
thus:,1,1
prank,4,7
Hummel,5,9
wagon,3,5
enticed,1,1
stomachs,1,1
mustache,1,1
saintliest,1,1
continuing,1,1
afraid,81,161
rent,2,3
feared,8,15
seventeen,7,13
grudging,1,1
summer,21,41
aggravating,1,1
envied,1,1
fittest,2,3
sinner,4,7
meager,1,1
christened,2,3
tries,5,9
stupor,1,1
playmate,2,3
affable,2,3
damaged,5,9
gather,3,5
Mabel,1,1
unclasped,1,1
mismanagment,1,1
set,93,185
entry,3,5
Thank,29,57
fourth,4,7
cat,9,17
inclined,4,7
veil,7,13
fail,10,19
muslin,4,7
ruddy,4,7
fencing,2,3
blossomed,3,5
weary,1,1
earning,2,3
kernels,1,1
actual,1,1
pertinacious,1,1
scornful,1,1
Everybodys,1,1
sewing,20,39
emerged,3,5
Such,14,27
gape,1,1
painted,7,13
spends,2,3
irrepressible,5,9
fur,2,3
response,1,1
Housekeeping,1,1
struggled,2,3
pouch,1,1
mashay,1,1
recommended,1,1
dispatched,3,5
solve,1,1
popular,2,3
consider,6,11
Kearney,2,3
blindest,1,1
bordered,1,1
grimmer,1,1
penmen,1,1
advisers,1,1
professorins,1,1
family,98,195
expression,61,121
venturing,1,1
wake,8,15
dances,4,7
suppers,2,3
lined,5,9
worked,19,37
Maybe,1,1
drag,3,5
sacque,1,1
Portfolio,1,1
gaily,7,13
grubbing,2,3
seek,1,1
Marys,1,1
dive,2,3
reprehensible,3,5
problems,2,3
chivalrous,1,1
brotherhood,1,1
blooms,1,1
Dreams,1,1
pleasure,46,91
could,359,717
insult,8,15
anguish,4,7
saying,86,171
operatic,2,3
distance,7,13
nor,31,61
sew,7,13
destroyed,2,3
zigzagging,1,1
splash,4,7
Major,4,7
sleeping,2,3
keyhole,2,3
lose,10,19
belong,3,5
meditate,1,1
scandalous,1,1
Mark,1,1
philosophical,4,7
flannels,1,1
(he,1,1
praises,2,3
Victor,1,1
quarreled,2,3
raising,1,1
Swartz,1,1
seem,50,99
demanded,10,19
accomplished,12,23
accepting,3,5
palm,3,5
responsibility,2,3
bilin,1,1
Perfectly,1,1
entering,2,3
Hayes,3,5
introduction,1,1
novelist,1,1
rocks,2,3
promenades,2,3
villa,1,1
thoughtless,1,1
not,853,1705
left,95,189
seen,55,109
wasnt,35,69
singing,11,21
public,6,11
cavern,1,1
Raphael,2,3
enjoying,20,39
twitted,1,1
flame,2,3
press,1,1
grove,5,9
steadily,4,7
heroines,1,1
approached,3,5
whistles,1,1
features,2,3
Madonnas,1,1
unkind,1,1
Fritz,10,19
giraffes,1,1
harrow,1,1
newcomers,1,1
abstracted,1,1
jubilant,1,1
idiot,1,1
deeds,1,1
sparrows,1,1
sniffs,1,1
fair,45,89
fashion,24,47
dead,24,47
Hurry,1,1
drummer,1,1
spoiled,30,59
journey,12,23
precious,29,57
After,25,49
subject,23,45
fist,8,15
pardonable,3,5
colors,4,7
scribbled,6,11
sleepin,1,1
infinite,5,9
chanting,3,5
peal,2,3
topics,1,1
soured,1,1
speculated,1,1
quoted,1,1
Among,1,1
preferring,1,1
crowns,1,1
comeliness,1,1
unconquerable,1,1
mourner,1,1
asters,1,1
December,2,3
burdens,7,13
fancy,38,75
angel,12,23
exclaiming,9,17
enters,1,1
trifles,16,31
saucy,2,3
disastrous,1,1
humbly,5,9
vigorously,2,3
sympathizes,2,3
minds,12,23
breeze,1,1
degrading,1,1
advancing,1,1
omnibus,4,7
service,9,17
deceive,4,7
inexpressibly,1,1
draft,1,1
unreasonable,1,1
pursuits,1,1
playtime,1,1
now,268,535
wanting,5,9
answer,48,95
bridges,1,1
wilderness,6,11
coach,1,1
excited,22,43
fault,17,33
surely,6,11
planted,2,3
restored,2,3
Heart,1,1
deaf,3,5
confinement,3,5
thirty,5,9
freedmen,1,1
unfeminine,2,3
Marsch,5,9
economy,1,1
dispelled,1,1
winters,1,1
sires,1,1
cruelty,1,1
through,118,235
saved,5,9
sore,6,11
rendered,1,1
thoroughly,3,5
garments,1,1
darling,5,9
spacious,1,1
(Grace),1,1
sipped,2,3
social,7,13
shirking,1,1
sermons,4,7
illumination,1,1
irresistable,1,1
chats,1,1
legacies,1,1
Catherine,1,1
few,77,153
hemmed,3,5
right,117,233
sees,9,17
thirds,1,1
Spanish,1,1
married,40,79
God,30,59
thanking,2,3
gilding,1,1
borrowed,6,11
heroic,3,5
pities,1,1
Getting,1,1
graphic,1,1
instinctive,2,3
Receipt,1,1
perverse,3,5
biddies,1,1
adventurous,2,3
patty,1,1
playfellows,1,1
steered,1,1
another,112,223
Josephine,4,7
tell,191,381
held,40,79
accepted,12,23
suit,37,73
clothed,1,1
pounded,1,1
Seven,3,5
fo,2,3
utensils,1,1
motto,5,9
wrinkles,2,3
caresses,1,1
Nice,15,29
artlessly,1,1
samples,2,3
produces,2,3
defined,2,3
secluded,1,1
Alcibiades,1,1
warehouse,1,1
pray,11,21
losing,8,15
example,11,21
philter,2,3
Hither,2,3
linen,7,13
ease,16,31
fury,2,3
Tom,2,3
yesterday,8,15
sparkled,3,5
afflictions,2,3
nightcap,1,1
indifference,4,7
searching,1,1
infallible,1,1
summer),1,1
homelike,6,11
unromantic,3,5
traces,2,3
loyalty,4,7
jump,1,1
lunatic,2,3
divulged,1,1
meditation,2,3
bagged,1,1
hospitalities,1,1
contentedly,2,3
write,40,79
Yes,122,243
arms,43,85
watching,21,41
kindnesses,2,3
infirmity,1,1
anger,14,27
peas,1,1
objectionable,2,3
soothing,5,9
lock,3,5
Water,1,1
viz,1,1
promiscuous,2,3
Mantalini,1,1
gadded,1,1
Preaching,1,1
Emperors,1,1
blissfully,3,5
encircled,1,1
believers,1,1
other,165,329
deal,57,113
two,137,273
tired,61,121
Megs,52,103
Too,5,9
Yet,5,9
James,2,3
severe,4,7
umbrella,20,39
rite,2,3
donkey,2,3
scattering,1,1
frostbitten,2,3
accidents,4,7
duel,1,1
damages,1,1
bribe,3,5
skillful,1,1
ship,3,5
Relics,1,1
digest,1,1
Nobody,7,13
grew,38,75
brightening,5,9
Cyclops,1,1
happily,8,15
ruse,1,1
wooing,4,7
masked,1,1
Sunshine,1,1
passages,4,7
leaped,1,1
movement,3,5
dreaded,4,7
raisins,4,7
ancients,2,3
supplying,2,3
premature,1,1
dozens,2,3
bobbing,1,1
salubrious,1,1
undisturbed,1,1
unceremoniously,1,1
important,19,37
tread,3,5
wept,3,5
admiration,13,25
rotten,1,1
calamities,1,1
struggles,3,5
islands,1,1
correct,4,7
darted,2,3
Heinrich,1,1
frames,1,1
blissful,7,13
coast,1,1
twigs,1,1
scrambling,1,1
puddle,2,3
inexpensive,1,1
forests,1,1
memorable,1,1
LADY,1,1
lellywaiter,1,1
annihilation,1,1
gilded,2,3
cheeks,26,51
manage,14,27
danced,15,29
expressions,2,3
rockets,2,3
fairly,5,9
tuneful,1,1
Mary,6,11
lasted,6,11
loss,13,25
earrings,3,5
Highness,1,1
wonderfully,5,9
rummaging,4,7
jaunty,1,1
ghost,8,15
schools,1,1
buffaloes,1,1
lines,9,17
Esther,13,25
softhearted,1,1
nephew,3,5
persevered,1,1
ruling,2,3
rumble,1,1
Guess,1,1
spritly,1,1
straining,1,1
mouchoirs,1,1
Nick,1,1
endowing,1,1
chubby,3,5
forgetfulness,1,1
fluently,1,1
Gifts,1,1
advised,8,15
lost,45,89
stitched,2,3
chrysanthemum,1,1
offer,24,47
ride,12,23
draw,19,37
praised,6,11
Kingsley,1,1
rush,6,11
nosegay,2,3
appreciated,2,3
Gold,1,1
predicted,2,3
pretending,3,5
battle,1,1
resisting,1,1
ambitions,2,3
precipice,1,1
Piccadilly,1,1
efening,2,3
wrastle,1,1
canvas,1,1
Mozarts,1,1
each,82,163
didnt,174,347
army,10,19
airs,12,23
thick,12,23
delight,22,43
hell,17,33
blighted,5,9
downfall,2,3
manor,1,1
sorrows,4,7
Irish,5,9
padlocks,1,1
geese,4,7
panacea,1,1
supply,5,9
deluded,1,1
cleaning,1,1
untrue,2,3
Tarlatan,1,1
Sanctifies,1,1
citron,1,1
guise,1,1
capitals,1,1
giving,27,53
dear,239,477
done,136,271
Asia,1,1
taller,1,1
saddened,1,1
listened,17,33
seized,7,13
snatched,3,5
Knights,1,1
situation,1,1
engaging,3,5
supplied,7,13
hysterics,2,3
helm,1,1
combs,1,1
laboring,3,5
herbs,1,1
missis,1,1
repent,2,3
knelt,1,1
Wrongdoing,1,1
reproaching,2,3
insensibility,1,1
nets,2,3
Four,6,11
stopped,38,75
Let,22,43
beautiful,47,93
Gardiners,2,3
gallant,7,13
failed,13,25
moments,8,15
remarks,10,19
reverses,1,1
rudest,1,1
flapping,4,7
Cutlasses,1,1
intelligence,1,1
Children,2,3
Lottchen,2,3
Catch,3,5
rosebuds,1,1
scribbles,1,1
disorderly,1,1
occupation,1,1
Promise,1,1
Spaniards,1,1
veiled,1,1
repair,1,1
Certainly,3,5
discreet,2,3
abuses,1,1
twilled,2,3
rug,5,9
jolly,23,45
single,11,21
elbows,5,9
Isnt,10,19
leaving,26,51
quarts,4,7
velvet,8,15
stuck,9,17
Wheres,8,15
confidant,3,5
brushing,2,3
sucking,2,3
crosspatch,1,1
swiftly,1,1
lifelong,1,1
Vaughns,5,9
dived,2,3
meadows,1,1
Writing,1,1
rosyfaced,1,1
archangels,1,1
looker,1,1
demure,2,3
appreciate,1,1
waked,3,5
corked,1,1
trifled,1,1
Roses,1,1
duet,1,1
uneasily,1,1
bad,70,139
Fifteen,2,3
help,185,369
red,50,99
amusement,12,23
cave,3,5
downs,1,1
convulsed,6,11
martyr,3,5
slight,7,13
fleetly,1,1
Gladly,1,1
POSITION,1,1
martin,1,1
rowed,4,7
oak,1,1
alighting,1,1
fiercely,2,3
solace,3,5
primming,1,1
telltale,1,1
slapped,1,1
impetuous,3,5
distinguish,2,3
Shylock,1,1
titles,2,3
martyrdom,1,1
Frankfurt,1,1
progressing,1,1
significance,2,3
orderly,1,1
edge,1,1
protect,1,1
from,346,691
keeps,14,27
lark,5,9
unconsciously,9,17
kept,71,141
frown,7,13
grinding,1,1
housewifely,5,9
preachy,1,1
sort,70,139
gazing,2,3
pressed,6,11
trimmed,4,7
comfortably,6,11
works,12,23
Annies,2,3
saves,1,1
moons,1,1
Cupids,1,1
vigorous,1,1
lowest,1,1
vivid,1,1
Where,22,43
boats,9,17
airy,4,7
captives,1,1
comforter,2,3
luxuriously,4,7
ravishing,2,3
follow,4,7
longlegs,1,1
pushed,6,11
handing,3,5
socks,3,5
Fathers,10,19
reminisced,1,1
fineness,1,1
choice,2,3
elbow,1,1
pitied,3,5
rigid,2,3
cinder,1,1
clothes,25,49
produced,21,41
kissing,5,9
forehead,22,43
bag,14,27
caressed,5,9
accidently,1,1
copied,6,11
pattern,3,5
wrinkled,3,5
stronger,4,7
alike,4,7
fide,2,3
tapped,2,3
travelers,1,1
concern,2,3
Tucked,1,1
resign,1,1
intent,2,3
scrabble,1,1
committed,1,1
lovely,68,135
east,3,5
uneven,3,5
humble,16,31
quilt,1,1
subside,2,3
scandalizing,1,1
success,28,55
composing,1,1
temptation,7,13
difference,6,11
chokes,1,1
hounds,1,1
exploit,1,1
sobs,1,1
rested,10,19
theyre,1,1
protest,1,1
disapprove,1,1
hesitated,2,3
levee,1,1
falling,7,13
impetuousity,1,1
Chauvain,1,1
scrapbooks,1,1
we,427,853
youngest,2,3
table,96,191
women,38,75
sending,6,11
pinch,4,7
toil,2,3
poorhouse,1,1
tableaux,1,1
suspected,4,7
admire,14,27
drawn,6,11
mend,7,13
grocerman,1,1
lettuce,2,3
ubiquitous,1,1
locked,6,11
guards,2,3
returning,7,13
Rival,2,3
roller,2,3
nothin,2,3
QUESTION,1,1
devotion,9,17
sepia,1,1
gentlemens,1,1
Books,1,1
tarantella,1,1
placidly,2,3
Alps,2,3
depravity,1,1
LEARNING,1,1
adieu,1,1
ceaseless,1,1
uprightly,1,1
emotional,1,1
naughtiest,1,1
run,33,65
minded,14,27
stole,3,5
travels,2,3
Egypt,2,3
obliging,4,7
mottoes,1,1
maid,11,21
scrambled,4,7
property,7,13
insisted,12,23
tires,1,1
evenings,6,11
approve,9,17
demon,1,1
worldly,10,19
rebelled,3,5
characteristically,1,1
buttonholes,4,7
earnestly,7,13
omen,5,9
housemaid,1,1
sentiment,5,9
unnaturally,1,1
sausage,1,1
eyelids,1,1
mossy,2,3
pothooks,1,1
endow,1,1
stitch,1,1
young,273,545
cloak,11,21
horrified,3,5
blundering,2,3
complained,4,7
deportment,3,5
monstrous,1,1
blowing,3,5
anxiously,7,13
slaves,1,1
hereafter,2,3
babies,36,71
advantages,1,1
distinction,1,1
doings,2,3
readily,2,3
viol,1,1
reckless,1,1
SECRET,1,1
oar,2,3
truer,1,1
sight,41,81
used,91,181
choking,1,1
offered,28,55
showing,11,21
lapse,2,3
original,5,9
following,8,15
Josyphine,1,1
puff,2,3
slung,1,1
Bent,1,1
sacrifice,5,9
abundant,2,3
surrounds,1,1
crotchety,2,3
defended,3,5
baptized,1,1
chimney,4,7
Today,1,1
librarians,1,1
framed,1,1
(coupe),1,1
toys,1,1
Harrys,1,1
guinea,1,1
darkened,3,5
cry,45,89
easy,41,81
treat,14,27
Europe,1,1
Claus,1,1
Unfortunately,4,7
mice,3,5
candles,1,1
snap,2,3
fortunate,6,11
frizzled,2,3
rushing,4,7
Snowball,2,3
motion,5,9
cymbal,1,1
beds,3,5
unlocking,2,3
commendation,2,3
passage,1,1
pony,1,1
uninvited,1,1
chickens,2,3
nurses,2,3
brocade,1,1
pepper,1,1
disquiet,1,1
preached,4,7
undoing,2,3
virtuously,2,3
concert,2,3
hardening,1,1
waken,1,1
testify,1,1
healthily,1,1
roosted,1,1
rides,5,9
parcel,6,11
answers,6,11
stitches,4,7
draws,2,3
pensively,2,3
Twenty,2,3
TOPSY,1,1
arsenicum,1,1
turquoise,4,7
dodge,1,1
faltered,3,5
hospitals,2,3
stampede,1,1
inconsistent,1,1
cumbered,1,1
pungent,1,1
passports,2,3
Court,1,1
horribly,1,1
faraway,1,1
Sandwich,1,1
Always,1,1
liberte,1,1
festooned,1,1
crowing,1,1
fields,1,1
